NAME,CATEGORY,STREET ADDRESS,ADDRESS,CITY,ZIP CODE,COUNTRY NAME,COUNTRY CODE,PHONE,EMAIL,WEBSITE,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,URL,BOOKING LINK,SCORE,RATINGS,OPENING HOURS,MAIN IMAGE URL,DESCRIPTION,POI
Hamptworth Padel and Pickleball Club,"Padel club, Padel court, Pickleball court, Sports club",Hamptworth Rd,"Hamptworth Rd, Salisbury SP5 2DU",Salisbury,SP5 2DU,United Kingdom,GB,01794390155,info@hamptworthgolf.co.uk,https://www.hamptworthgolf.co.uk/padel/,https://www.facebook.com/hamptworthgolf,https://www.instagram.com/hamptworthgolf,,,https://www.google.com/maps?cid=11018562668008548561,,5,4,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipMpEVOiH8PV-9YNuFkZ6DQ5KhYSL7y3xv9HNkps,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Harrow Pickleball Club,Sports club,Christchurch Ave,"Christchurch Ave, Harrow HA3 5BD",Harrow,HA3 5BD,United Kingdom,GB,07730519525,,https://forms.gle/NNCbZ82rm3YtpQ5e7,,,,,https://www.google.com/maps?cid=9024157318981498406,,5,4,"Monday: 8-10pm, Tuesday: 8-10pm, Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: Closed, Sunday: Closed",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlfa-U8ykMro2Sd18WqyKBU7MMota1d9MaUo6OHxtpXdCGwttkwrHSuWKGbFJbhXiNFw4Tfed-JZW9miISydTIf1qA0RlMB2ZQelh7KV52bkPh_wYkfaNutS23JwHb3KtZV5jfDXFb_fAS,,"Toilet, Free parking lot, On-site parking"
Hatfield Leisure Centre,"Leisure centre, Badminton court, Fitness centre, Gym, Indoor playground, Physical Fitness Programme, Pickleball court, Football pitch, Squash court","Leisure Centre, Travellers Ln","Leisure Centre, Travellers Ln, Hatfield AL10 8TJ",Hatfield,AL10 8TJ,United Kingdom,GB,01707629596,,https://www.better.org.uk/leisure-centre/welwyn-hatfield/hatfield-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=15436445086009512489,,4.1,527,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 8am-5pm, Sunday: 8am-5pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWOLBc_iKVBdmeAUHwIepU1NM1YJBrMZ-WTLvUBQKv8wk75T9l9GawoZb66OheEj32xU7oBOGu8FZ02_3fbjWdsnx0pONqz4XTpLu1yZfvAbDRbyaOULKAQAwv9fDdrOfEAbZC,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Free parking lot, On-site parking"
Hazelwood padel tennis club - Padel Tennis London,"Padel club, Padel court",Ridge Ave,"Ridge Ave, London N21 2AJ",London,N21 2AJ,United Kingdom,GB,02083601384,,http://www.padeltennis.co.uk/,https://www.facebook.com/padeltennislondon,,,https://twitter.com/ukpadeltennis,https://www.google.com/maps?cid=499632108020163064,,4.9,20,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipPD1kGNp695jrpX4-bk0yHR7MMynmbgeDlzRxVk,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Hazlemere Tennis & Padel Club,"Sports club, Padel club, Padel court, Tennis club, Tennis court, Tennis instructor","Hazlemere Recreation Ground, Buckinghamshire, Amersham Rd","Hazlemere Recreation Ground, Buckinghamshire, Amersham Rd, High Wycombe HP15 7QW",High Wycombe,HP15 7QW,United Kingdom,GB,07920069058,,http://www.hazlemeretennis.co.uk/,,,,,https://www.google.com/maps?cid=5840547354999822119,https://clubspark.lta.org.uk/HazlemereTennisClub/Booking,4.4,28,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipO6Cjk14rMdpl5daka_o4p0-9xPzEhBV1F_v05w,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
Headlands Farm Padel Court,Sports club,Headlands Farm,"Headlands Farm, East Wellow, West Wellow, Romsey SO51 6BG",Romsey,SO51 6BG,United Kingdom,GB,07769883345,info@headlandsfarm.co.uk,https://headlandsfarm.co.uk/padel,https://www.facebook.com/headlandsfarmcoffeeshop,https://www.instagram.com/headlandsfarmcoffeeshop,,,https://www.google.com/maps?cid=15686534623199555410,,,,"Monday: 8am-8pm, Tuesday: 8am-8pm, Wednesday: 8am-8pm, Thursday: 8am-8pm, Friday: 8am-8pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
Hendon Leisure centre,"Leisure centre, Badminton court, Basketball court, Fitness centre, Gym, Gymnastics academy, Gymnastics club, Pickleball court, Rock climbing gym","Hendon Youth Sports Centre, Marble Dr","Hendon Youth Sports Centre, Marble Dr, Brent Cross, London NW2 1XQ",London,NW2 1XQ,United Kingdom,GB,02084550818,,https://www.better.org.uk/leisure-centre/london/barnet/hendon-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=17763289439754109803,,3.7,183,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-10pm, Saturday: 9am-6pm, Sunday: 9am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoVCueyJYaLG9ci0dI_78OioXNSpMhHNMvQSxNqBhUeD-T9DSRiZt8ii3AmvsMKv3jTdtyaNl4AZ_hTEeYZJ8sfY9Lax1My04tEf0RRXgDa3gGT7o23gu8W3gAHrQ_BNYoJZut,,
Hereford Squash Tennis and Racketball Centre,"Squash club, Padel club, Racketball Club, Tennis club",Sollars Cl,"Sollars Cl, Hereford HR4 0LX",Hereford,HR4 0LX,United Kingdom,GB,01432276389,,https://clubspark.lta.org.uk/herefordsquashtenniscentre,,,,,https://www.google.com/maps?cid=794751413366161419,,4.6,71,"Monday: 9am-10pm, Tuesday: 9am-10pm, Wednesday: 9am-10pm, Thursday: 9am-10pm, Friday: 9am-10pm, Saturday: 9am-10pm, Sunday: Closed",https://lh3.googleusercontent.com/p/AF1QipNBpdxMs_86UKKFPG7AD9DlXJy8PD-8qObBQl6g,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi"
Hexa Padel,Consultant,,"45 Upper Grosvenor Rd, Royal Tunbridge Wells, Tunbridge Wells TN1 2DY",Tunbridge Wells,TN1 2DY,United Kingdom,GB,01342894508,sales@hexapadel.co.uk,https://www.hexapadel.co.uk/about-us,https://www.facebook.com/profile.php,https://www.instagram.com/hexa_padel/,https://www.linkedin.com/company/hexa-padel,,https://www.google.com/maps?cid=18437662123665337852,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Hinckley Town Pickleball Club,Sports club,"Road Sports Ground, Leicester","Road Sports Ground, Leicester, Hinckley LE10 3DR",Hinckley,LE10 3DR,United Kingdom,GB,07794148664,,https://clubspark.lta.org.uk/HinckleyTownTennisClub/Pickleball,,,,,https://www.google.com/maps?cid=13050244778928204291,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
Hoddesdon Pickleball Club,Sports club,Beech Walk,"Beech Walk, Hoddesdon EN11 8NS",Hoddesdon,EN11 8NS,United Kingdom,GB,,htcpickleball@gmail.com,http://www.htcpickleball.co.uk/,https://www.facebook.com/htcpickleball,https://www.instagram.com/htcpickleball,,,https://www.google.com/maps?cid=1377791150514704418,,,,"Monday: 10am-5pm, Tuesday: 10am-5pm, Wednesday: 10am-5pm, Thursday: 10am-5pm, Friday: 10am-5pm, Saturday: 10am-5pm, Sunday: 10am-5pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwC312Xwvx4aCnQeV9RU5Cx8a2zIWbA_nraOx3Wlw0oHtaNGVX66wiFp0TCtvJuNrPNKfSGTtHGWA7yrfcs0d7WNipUBbh4Aa1KDoyLiDykyw1GpPwIsJbFL0u8HQjp4XF17qM,,"Wheelchair-accessible car park, Toilet"
Hollybush Tennis and Padel Centre,"Tennis club, Padel club, Padel court, Pickleball court, Tennis court",Hollybush Cl,"Hollybush Cl, Sevenoaks TN13 3XN",Sevenoaks,TN13 3XN,United Kingdom,GB,01959523377,tennisacademybookings@gmail.com,http://www.tennisacademy.org.uk/,https://www.facebook.com/tennisacademysevenoaks/,https://www.instagram.com/hollybushtennis,,,https://www.google.com/maps?cid=5509782865551780155,,4.3,15,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipNxYivYF9n5Swpa9gjQXRev-2zmhzUJeXseJosG,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi, Swimming pool, On-site parking"
Hollycroft Tennis & Pickleball Courts,Tennis court,Shakespeare Dr,"Shakespeare Dr, Hinckley LE10 0BG",Hinckley,LE10 0BG,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=13528192904540042688,,3.8,4,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-2QWQ8DsOnpiwPVCDTCWhWSxo57n7fIUf0msO5a8Hz4Z4G-tQ4TA5dlxLry0SmVRhQGcw-Cycy-cf7xhPSyL3rWWYiGL1azAX2HZwcLSWoPfa9-0mYftGWfo-N0oCXew_F9o,,
Holt Padel Ltd,Sports club,Woodfield Rd,"Woodfield Rd, Holt NR25 6TX",Holt,NR25 6TX,United Kingdom,GB,,,http://holtpadel.co.uk/,,,,,https://www.google.com/maps?cid=12509829991446724475,,4.9,10,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0oBvOz2HKhD5lWNkr3GBcuquFA2_n1Dz3VwNxkkMfdWPOdagR90Ku4K7PzZBy4OGxmg4u8qnaXnFndcJMq0WOREV5mkEGmAUYmQ8tTyOQq2f9eUmVOHxJP-Qk8mbofOndWxB379XHQfry,,"Wheelchair-accessible car park, Toilet"
"Holt Sports Courts (Tennis, Netball, Pickleball)",Sports club,The St,"The St, Holt, Trowbridge BA14 6RS",Trowbridge,BA14 6RS,United Kingdom,GB,,,https://clubspark.lta.org.uk/HoltSportsCourts,,,,,https://www.google.com/maps?cid=17922341956120511173,,5,1,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
Horley Leisure Centre,"Leisure centre, Badminton court, Fitness centre, Gym, Gymnastics club, Pickleball court, Sports complex, Swimming pool, Swimming school, Weightlifting area",Anderson Way,"Anderson Way, Horley RH6 8SP",Horley,RH6 8SP,United Kingdom,GB,01293784075,horley.enquiries@gll.org,https://www.better.org.uk/leisure-centre/reigate-and-banstead/horley-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://twitter.com/better_uk, https://x.com/gll_uk",https://www.google.com/maps?cid=7490966032129056820,https://bookings.better.org.uk/location/horley-leisure-centre,4.1,488,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 8:30am-6pm, Sunday: 8:30am-6pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFbm0xHPCxaHQ6CeqtxkFcqmcXws7QgTGy4WoBFsfH7YZUdjimNNwRxNdiaqX5Xk_tpQAouOtvfCc9PA3HPAcLrvZDmN9ljMwIM6lA2DHBtBRC2Sz7HG0gwTGFohcmUrZeRumW,"Modern community sports complex with a gym, 25-metre indoor swimming pool and sports hall.","Wheelchair-accessible car park, Wheelchair-accessible entrance, Free parking lot, On-site parking"
Houseofpadel,Sports club,Westwick St,"Westwick St, Norwich NR2 4SZ",Norwich,NR2 4SZ,United Kingdom,GB,07554430199,,https://www.thehouseofpadel.co.uk/,,,,,https://www.google.com/maps?cid=5087734674550152132,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
Hove Beach Park Tennis & Padel | Game4Padel,Sports club,Beach Park,"Beach Park, Brighton and Hove, Hove BN3 4FA",Hove,BN3 4FA,United Kingdom,GB,,info@game4padel.com,https://www.game4padel.com/hove-beach-park,https://www.facebook.com/game4padel,https://www.instagram.com/game4padel,,,https://www.google.com/maps?cid=11952429223423489306,https://www.game4padel.com/hove-beach-park,5,21,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQA9746UK1D6MebfrAcShXO1iF9Q7nf0sF7KX_nfEzZh7Wb121CiofuDzIZLplHoqBQk9IJP_91FnvTJ6R21DiEjJWb95DyBhbJPV-8-jkwtQH7YK5DAs9dzg5Ham1M1UY5dnfkUiyja2-,,Toilet
Hugoôs Padel Coaching,"Padel club, Service establishment",,,,,,,07826802831,,https://www.nottscountyfc.co.uk/news/2023/september/padel-updates-151222/,,,,,https://www.google.com/maps?cid=16837632533896287900,https://www.nottscountyfc.co.uk/news/2023/september/padel-updates-151222/,5,136,"Monday: 7am-10:30pm, Tuesday: 7am-10:30pm, Wednesday: 7am-10:30pm, Thursday: 7am-10:30pm, Friday: 7am-10:30pm, Saturday: 7am-10:30pm, Sunday: 7am-10:30pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCDspri3fD_yXZqB-k4J08Z4o0LHv3diEN8Dy93KsE4sCmmQRuVJGaVVUpAIApCklp0jMG-DJKOX2mnmjlQF4GeCeNg1nPMCkMDrs6ZyRmaXaC921E5mtJ9bWukAD3ZBxQ0zE9jWr8_4UO,,
Hurlands Pickleball + Padel Club,Pickleball court,"Trading Estate, 6","Trading Estate, 6, Farnham GU9 9NN",Farnham,GU9 9NN,United Kingdom,GB,,info@hurlands.com,https://hurlands.com/,https://www.facebook.com/p/hurlands-pickleball-padel-club-61578420546119,https://www.instagram.com/hurlandspickleballandpadel,,,https://www.google.com/maps?cid=269938056442833182,,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrMV1m_yMUoZ6Z-par7UEzpsMqrXxP1jjP0aYWsR0yZlhlDjnwKZnxIPfTna9nYeATClnLerjyiEXOCbiP2TRzk16J3QOyLyXFcKNn70bbZAwZQoNwTQtIOIuWWiZS35U_tN4Y00mHcXE0,,
Ignite Padel Cheshire Oaks,Padel club,Unit 2 Deans Rd,"Unit 2 Deans Rd, Ellesmere Port CH65 4DR",Ellesmere Port,CH65 4DR,United Kingdom,GB,01515597050,,https://www.ignitepadel.co.uk/,,https://www.instagram.com/ignitepadeluk,,,https://www.google.com/maps?cid=18028347005232911950,https://playtomic.io/tenant/0ce0d36f-9d1e-4c59-971d-ab23d0c77da3?utm_source=app_ios&utm_campaign=share,5,6,"Monday: 6am-12am, Tuesday: 6am-12am, Wednesday: 6am-12am, Thursday: 6am-12am, Friday: 6am-12am, Saturday: 6am-12am, Sunday: 6am-12am",https://lh3.googleusercontent.com/p/AF1QipPnJfQDYuKtX7Oi4GthQJWdCmI6IrrdB7sYbnpE,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Ignite Padel Speke,Padel club,Stirling Rd,"Stirling Rd, Speke, Liverpool L24 1AR",Liverpool,L24 1AR,United Kingdom,GB,01518291505,,https://www.ignitepadel.co.uk/,,https://www.instagram.com/ignitepadeluk,,,https://www.google.com/maps?cid=1087119754287389110,,3.6,5,"Monday: 6am-12am, Tuesday: 6am-12am, Wednesday: 6am-12am, Thursday: 6am-12am, Friday: 6am-12am, Saturday: 6am-12am, Sunday: 6am-12am",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw80lnzH1LvbVXdraEIj8kZNk06M7FDEetVibdRMeO2HpdgM1S12ryRnGc8S9Xu4EzyD6WBy0DTcjzEbGJ5idenLeJEkGH3256P_qAoZrVt3aVd1x7NVjrypAloiMgT4_iKggIXsJ7ZcbnS,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Ignite Padel West Derby,Padel club,Queens Dr,"Queens Dr, Stoneycroft, Liverpool L13 0AG",Liverpool,L13 0AG,United Kingdom,GB,01515599670,,https://ignitepadel.co.uk/,,https://www.instagram.com/ignitepadeluk,,,https://www.google.com/maps?cid=7013781243219531111,https://playtomic.com/clubs/ignite-padel,4.8,13,"Monday: 8am-9pm, Tuesday: 8am-9pm, Wednesday: 8am-9pm, Thursday: 8am-9pm, Friday: 8am-9pm, Saturday: 8am-9pm, Sunday: 8am-9pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBU9fyTCRm6Sn_4f27Xco2n9Uf_ATQwy0D8L--F0do71lyRi2CXCPMYLI-urxxxdIiDyXR0st7pRsbWsbbLDE3qHjFCPG4frAg6Kc3NUt7SKDoCHIDr1LNSOBsoraCWYHOS3VCtHk8NPc,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
Indoor padel epsom,Sports club,19 Blenheim Rd,"19 Blenheim Rd, Epsom KT19 9QQ",Epsom,KT19 9QQ,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=7025538629234539427,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
InstantPadel @ Canada Water,Sports club,Deal Porters Way,"Deal Porters Way, London SE16 7LL",London,SE16 7LL,United Kingdom,GB,07503522664,,https://padelmates.se/,,,,,https://www.google.com/maps?cid=15228751705242678363,,2.8,42,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipPVPf6KgbJwiqROIT17OEUs2Vu7jfaCiVx4hFJx,,"On-site services, Toilet, Free parking lot"
Ipadel Ltd,Sports management and promotion,"Lane End, Little Common Ln","Lane End, Little Common Ln, Bletchingley, Redhill RH1 4QF",Redhill,RH1 4QF,United Kingdom,GB,07765403769,ian@ipadel.co.uk,https://ipadel.co.uk/,https://www.facebook.com/ipadeluk,,,https://twitter.com/ipadeluk,https://www.google.com/maps?cid=17887935384535450642,,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://lh3.googleusercontent.com/p/AF1QipOuL5FajqRGcAZifKXMbKJtSHhQMGmvqK4Q-YlY,,
Ipswich Padel | Game4Padel,Padel court,"Ipswich Padel, Henley Rd","Ipswich Padel, Henley Rd, Ipswich IP1 4NJ",Ipswich,IP1 4NJ,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=4660340763690939752,,4.7,3,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 8am-7pm, Sunday: 8am-7pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Debit cards"
Islington Tennis Centre and Gym,"Sports complex, Fitness centre, Gym, Leisure centre, Personal trainer, Pickleball court, Sauna, Tennis court, Tennis instructor","Islington Tennis Centre, Market Rd","Islington Tennis Centre, Market Rd, London N7 9PL",London,N7 9PL,United Kingdom,GB,02037936880,islingtontenniscentreandgym@gll.org,https://www.better.org.uk/leisure-centre/london/islington/islingtontc?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=16074925021096006162,,4.1,276,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipMtiByQ0U2fbsLKBH2zQBUqZW1eMq-GiJ4oQbSy,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Sauna, Credit cards, Debit cards, NFC mobile payments, Credit cards"
JB Corrie Padel,Fence contractor,Frenchmans Rd,"Frenchmans Rd, Petersfield GU32 3AP",Petersfield,GU32 3AP,United Kingdom,GB,01730237100,,https://corriepadel.co.uk/,,,,,https://www.google.com/maps?cid=9887066853108952066,,5,1,"Monday: 9am-5:30pm, Tuesday: 9am-5:30pm, Wednesday: 9am-5:30pm, Thursday: 9am-5:30pm, Friday: 9am-5:30pm, Saturday: Closed, Sunday: Closed",https://lh3.googleusercontent.com/p/AF1QipM-SPbgOcwTJf5TtKvdoey-Kq8qCxerTjTDdhFB,,
Just Padel Blackpool,Padel court,Squires Gate Ln,"Squires Gate Ln, Blackpool FY4 3RN",Blackpool,FY4 3RN,United Kingdom,GB,01253375744,info@justpadel.uk,https://justpadel.uk/,,https://www.instagram.com/justpadelpreston,,,https://www.google.com/maps?cid=6230696289444864501,,4.9,45,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://lh3.googleusercontent.com/p/AF1QipP2SXLL2ZjKTZtdYiViwcQugmr2qHmNwnclwfc,,"Wheelchair-accessible car park, Credit cards, Debit cards, NFC mobile payments"
Just Padel Bolton,Padel court,"Central Business Park, Nelson St","Central Business Park, Nelson St, Bolton BL3 2JW",Bolton,BL3 2JW,United Kingdom,GB,07414492394,info@justpadel.uk,https://justpadel.uk/,,https://www.instagram.com/justpadelpreston,,,https://www.google.com/maps?cid=15447062111043127244,,4.9,29,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://lh3.googleusercontent.com/p/AF1QipMK2j0xFAjpy0-VTIs1fdOJFVwGbIV46G_-WMl3,,"Credit cards, Debit cards"
Just Padel Preston,Padel court,Corporation St,"Corporation St, Preston PR1 2UQ",Preston,PR1 2UQ,United Kingdom,GB,01772237410,info@justpadel.uk,https://justpadel.uk/,,https://www.instagram.com/justpadelpreston,,,https://www.google.com/maps?cid=17554056343216419972,,4.7,109,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://lh3.googleusercontent.com/p/AF1QipNtl31X_G74vOfINX_9ikfDJe_t3k8fmM8x-USW,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Credit cards, Debit cards, NFC mobile payments"
Just Play Padel,Padel club,Box Tree Farm,"Box Tree Farm, Wennington, Lancaster LA2 8PA",Lancaster,LA2 8PA,United Kingdom,GB,,info@justplaypadel.co.uk,https://justplaypadel.co.uk/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=5763829269995735570,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,Toilet
Kendal Leisure Centre,"Leisure centre, Badminton court, Basketball court, Fitness centre, Gym, Pickleball court, Sauna, Swimming pool, Swimming school, Weightlifting area",Burton Rd,"Burton Rd, Kendal LA9 7HX",Kendal,LA9 7HX,United Kingdom,GB,01539729777,kendal.leisure@gll.org,https://www.better.org.uk/leisure-centre/westmorland-and-furness/kendal?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://twitter.com/better_uk, https://x.com/gll_uk",https://www.google.com/maps?cid=16760368898523837341,,4.1,455,"Monday: 6:30am-9:30pm, Tuesday: 6:30am-9:30pm, Wednesday: 6:30am-9:30pm, Thursday: 6:30am-9:30pm, Friday: 6:30am-9:30pm, Saturday: 7am-5:30pm, Sunday: 9am-5pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXcrIzlNYSdJ170oEJKil4a4ekdousYi9Ndg04LwJKuN3E3wClsADA0cphg9TZMuqIqdaMSjnxt11Br7cDXBufrM4mSICTCi93Q3l9IqYrF1CzanHBGIJuKL1Ilne3XaKcbniXeQ,"Recreation hub with 25m swimming pool, indoor mixed-use sports hall and a 900-seat theatre venue.","Wheelchair-accessible car park, Wheelchair-accessible entrance, Sauna"
